                                                                                           ,,,
-------------------------------------------------------------------------------------------,,,
                                                                                           ,,,
 Please cite as:                                                                           ,,,
                                                                                           ,,,
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       ",,,
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   ",,,
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    ",,,
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   ",,,
                                                                                           ,,,
" If it is necessary to cite a peer-reviewed article, please cite as:                       ",,,
                                                                                           ,,,
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       ",,,
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       ",,,
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       ",,,
 in A History of Atmospheric CO2 and its effects on Plants, Animals," and Ecosystems""","     """
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 ",,,
" New York, 2005.                                                                           ",,,
                                                                                           ,,,
-------------------------------------------------------------------------------------------,,,
                                                                                           ,,,
 The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant ,,,
 formats. Column 5 below gives monthly Mauna Loa CO2 concentrations in micro-mol CO2 per   ,,,
" mole (ppm), reported on the 2008A SIO manometric mole fraction scale.  This is the        ",,,
 standard version of the data most often sought.  The monthly values have been adjusted    ,,,
 to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  ,,,
 adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           ,,,
 subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      ,,,
1985,10,342.8,346.07
1985,11,344.24,346.29
1985,12,345.56,346.4
1986,1,346.3,346.27
1986,2,346.95,346.28
1986,3,347.85,346.45
1986,4,349.55,347.02
1986,5,350.21,347.14
1986,6,349.55,347.22
1986,7,347.94,347.19
1986,8,345.9,347.28
1986,9,344.85,348.01
1986,10,344.17,347.45
1986,11,345.66,347.72
1986,12,346.9,347.75
1987,1,348.02,347.99
1987,2,348.48,347.8
1987,3,349.42,348.01
1987,4,350.99,348.44
1987,5,351.85,348.76
1987,6,351.26,348.92
1987,7,349.51,348.76
1987,8,348.1,349.48
1987,9,346.45,349.62
1987,10,346.36,349.65
1987,11,347.81,349.88
1987,12,348.96,349.81
1988,1,350.43,350.4
1988,2,351.73,351.05
1988,3,352.22,350.78
1988,4,353.59,351.01
1988,5,354.22,351.13
1988,6,353.79,351.47
1988,7,352.38,351.65
1988,8,350.43,351.84
1988,9,348.73,351.92
1988,10,348.88,352.18
1988,11,350.07,352.14
1988,12,351.34,352.19
1989,1,352.76,352.73
1989,2,353.07,352.39
1989,3,353.68,352.26
1989,4,355.42,352.86
1989,5,355.67,352.57
1989,6,355.12,352.77
1989,7,353.9,353.14
1989,8,351.67,353.06
1989,9,349.81,353
1989,10,349.99,353.3
1989,11,351.3,353.38
1989,12,352.52,353.38
1990,1,353.66,353.63
1990,2,354.7,354.02
1990,3,355.38,353.96
1990,4,356.2,353.63
1990,5,357.16,354.05
1990,6,356.23,353.87
1990,7,354.81,354.05
1990,8,352.91,354.31
1990,9,350.96,354.17
1990,10,351.18,354.5
1990,11,352.83,354.92
1990,12,354.21,355.07
1991,1,354.72,354.69
1991,2,355.75,355.06
1991,3,357.16,355.73
1991,4,358.6,356.02
1991,5,359.34,356.22
1991,6,358.24,355.87
1991,7,356.17,355.41
1991,8,354.01,355.42
1991,9,352.15,355.36
1991,10,352.21,355.54
1991,11,353.75,355.84
1991,12,354.99,355.85
1992,1,355.99,355.95
1992,2,356.72,356.04
1992,3,357.81,356.35
1992,4,359.15,356.54
1992,5,359.66,356.53
1992,6,359.25,356.9
1992,7,357.02,356.28
1992,8,355,356.44
1992,9,353.01,356.24
1992,10,353.31,356.64
1992,11,354.16,356.26
1992,12,355.4,356.26
1993,1,356.7,356.67
1993,2,357.16,356.48
1993,3,358.38,356.94
1993,4,359.46,356.87
1993,5,360.28,357.14
1993,6,359.6,357.21
1993,7,357.57,356.8
1993,8,355.52,356.93
1993,9,353.69,356.92
1993,10,353.99,357.34
1993,11,355.33,357.44
1993,12,356.8,357.67
1994,1,358.37,358.34
1994,2,358.91,358.22
1994,3,359.97,358.53
1994,4,361.26,358.66
1994,5,361.69,358.53
1994,6,360.94,358.56
1994,7,359.55,358.78
1994,8,357.48,358.89
1994,9,355.84,359.08
1994,10,356,359.36
1994,11,357.58,359.7
1994,12,359.04,359.91
1995,1,359.97,359.94
1995,2,361,360.31
1995,3,361.64,360.19
1995,4,363.45,360.84
1995,5,363.8,360.63
1995,6,363.26,360.86
1995,7,361.89,361.12
1995,8,359.45,360.87
1995,9,358.05,361.31
1995,10,357.76,361.13
1995,11,359.56,361.69
1995,12,360.7,361.57
1996,1,362.05,362.02
1996,2,363.24,362.55
1996,3,364.02,362.55
1996,4,364.71,362.07
1996,5,365.41,362.24
1996,6,364.97,362.59
1996,7,363.65,362.9
1996,8,361.48,362.93
1996,9,359.45,362.72
1996,10,359.61,362.98
1996,11,360.76,362.88
1996,12,362.33,363.2
1997,1,363.18,363.15
1997,2,363.99,363.3
1997,3,364.56,363.11
1997,4,366.36,363.73
1997,5,366.8,363.62
1997,6,365.63,363.21
1997,7,364.47,363.69
1997,8,362.5,363.93
1997,9,360.19,363.46
1997,10,360.78,364.17
1997,11,362.43,364.57
1997,12,364.28,365.15
1998,1,365.33,365.3
1998,2,366.15,365.45
1998,3,367.31,365.86
1998,4,368.61,365.98
1998,5,369.3,366.11
1998,6,368.88,366.45
1998,7,367.64,366.86
1998,8,365.78,367.21
1998,9,363.9,367.19
1998,10,364.24,367.64
